001,005,007,008,034,035,040,043,049,110,245,246,250,255,264,300,336,337,338,500,530,650,655,710,810,856,946
991012527939302124,20220715095043.0,aj#aanzn,161115s1947    fr dek    a     0   fre d,1\ $a a $b 75700 $d E0595500 $e E0604800 $f N0695900 $g N0693230,\\ $a (OCoLC)962735917 | \\ $a (OCoLC)ocn962735917 | \\ $a (EXLNZ-01UWI_NETWORK)9912261364002121 | \\ $a (01UWI_ML)991012527939302124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Côte nord de Sibérie, Jugorski Char (détroit de Yougor) / $c d'après la carte de l'Amirauté britannique publiée en 1937, Service hydrographique de la marine ... 1939.", ,\\ $a Corr. ... 1947.,"\\ $a Scale approximately 1:75,700 $c (E 59°55ʹ00ʺ--E 60°48ʹ00ʺ/N 69°59ʹ00ʺ--N 69°32ʹ30ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1947]","\\ $a 1 map ; $c 67 x 47 cm, on sheet 75 x 53 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,"\\ $a Relief shown by hachures. Depths shown by bathymetric isolines and soundings. | \\ $a Selected lights shown in orange. | \\ $a Includes 1 inset map: Côte ouest de l'Île Vaigatch, Baie de Liamtchina",\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Russia (Federation) $z Nenet︠s︡kiĭ avtonomnyĭ okrug. | \0 $a Nautical charts $z Russia (Federation) $z Arkhangelʹskai︠a︡ oblastʹ.,\7 $a Nautical charts. $2 lcgft | \7 $a Maps $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 5866.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22241/rec/270,\\ $a agslscn agsmap026692 $9 LOCAL
991012528625502124,20220715095007.0,aj#aanzn,161122s1964    fr gdek   a     0   fre d,1\ $a a $b 741940 $d E1340000 $e E1500000 $f S0641500 $g S0683500,\\ $a (OCoLC)963970047 | \\ $a (OCoLC)ocn963970047 | \\ $a (EXLNZ-01UWI_NETWORK)9912262604402121 | \\ $a (01UWI_ML)991012528625502124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Océan Antarctique, de la Terre Wilkes au Glacier Ninnis / $c d'après les reconnaissances effectuées de 1948 à 1952 ... Service hydrographique de la marine ... 1953.", ,\\ $a Août 1955 édition no. 2. Corr. ... 1964.,"\\ $a Scale 1:741,940 $c (E 134°00ʹ00ʺ--E 150°00ʹ00ʺ/S 64°15ʹ00ʺ--S 68°35ʹ00ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1964]","\\ $a 1 map ; $c 68 x 98 cm, on sheet 74 x 105 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings. | \\ $a Pasteover at Iles Dumoulin.,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Antarctica $z Wilkes Land. | \0 $a Coasts $z Antarctica $z Wilkes Land $v Maps.,\7 $a Nautical charts. $2 lcgft | \7 $a Maps $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 6101.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22434/rec/165,\\ $a agslscn agsmap026726 $9 LOCAL
991012528625802124,20220715095141.0,aj#canzn,161122s1955    fr gdek   a     0   fre d,1\ $a a $b 741940 $d E1340000 $e E1500000 $f S0641500 $g S0683500,\\ $a (OCoLC)963969560 | \\ $a (OCoLC)ocn963969560 | \\ $a (EXLNZ-01UWI_NETWORK)9912262604902121 | \\ $a (01UWI_ML)991012528625802124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Océan Antarctique, de la Terre Wilkes au Glacier Ninnis / $c d'après les reconnaissances effectuées de 1948 à 1952 ... Service hydrographique de la marine ... 1953.", ,"\\ $a Août 1955, édition no. 2.","\\ $a Scale 1:741,940 $c (E 134°00ʹ00ʺ--E 150°00ʹ00ʺ/S 64°15ʹ00ʺ--S 68°35ʹ00ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1955]","\\ $a 1 map : $b color ; $c 68 x 98 cm, on sheet 74 x 105 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings.,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Antarctica $z Wilkes Land. | \0 $a Coasts $z Antarctica $z Wilkes Land $v Maps.,\7 $a Nautical charts. $2 lcgft | \7 $a Maps $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 6101.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22427/rec/159,\\ $a agslscn agsmap026725 $9 LOCAL
991012528625902124,20220715095029.0,aj#aanzn,161122s1961    fr gdek   a     0   fre d,1\ $a a $b 25000 $d E1033845 $e E1035145 $f N0011800 $g N0010900,\\ $a (OCoLC)963969007 | \\ $a (OCoLC)ocn963969007 | \\ $a (EXLNZ-01UWI_NETWORK)9912262605002121 | \\ $a (01UWI_ML)991012528625902124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Mer de Chine, abords ouest de Singapour / $c d'après les cartes de l'Amirauté britannique les plus récentes, Service hydrographique de la marine ... 1961.", ,\\ $a Publication Juin 1961.,"\\ $a Scale 1:25,000 $c (E 103°38ʹ45ʺ--E 103°51ʹ45ʺ/N 1°18ʹ00ʺ--N 1°09ʹ00ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1961]","\\ $a 1 map ; $c 69 x 99 cm, on sheet 75 x 105 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings.,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Singapore. | \0 $a Harbors $z Singapore $v Maps. | \0 $a Islands $z Singapore $v Maps.,\7 $a Nautical charts. $2 lcgft | \7 $a Maps $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 6218.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22435/rec/166,\\ $a agslscn agsmap026727 $9 LOCAL
991012528626002124,20220715095135.0,aj#aanzn,161122s1961    fr gdek   a     0   fre d,1\ $a a $b 25000 $d E1034325 $e E1035850 $f N0013040 $g N0012150,\\ $a (OCoLC)963968916 | \\ $a (OCoLC)ocn963968916 | \\ $a (EXLNZ-01UWI_NETWORK)9912262605302121 | \\ $a (01UWI_ML)991012528626002124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Mer de Chine, détroit de Johore, vieux détroit (partie est) / $c d'après les cartes de l'Amirauté brittanique les plus récentes, Service hydrographique de la marine ... 1961.", ,\\ $a Publication Juin 1961.,"\\ $a Scale 1:25,000 $c (E 103°43ʹ25ʺ--E 103°58ʹ50ʺ/N 1°30ʹ40ʺ--N 1°21ʹ50ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1961]","\\ $a 1 map ; $c 68 x 100 cm, on sheet 75 x 105 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings. | \\ $a Includes 1 inset: Détroit de Johore (suite).,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Johor Strait. | \0 $a Coasts $z Malaysia $z Johor Bahru (Johor) $v Maps.,\7 $a Nautical charts. $2 lcgft | \7 $a Maps $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 6221.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22436/rec/167,\\ $a agslscn agsmap026728 $9 LOCAL
991012528626502124,20220715095038.0,aj#aanzn,161122s1959    fr ek     a     0   fre d,1\ $a a $b 3124127 $d E1342000 $e E1680000 $f S0423000 $g S0694500,\\ $a (OCoLC)963967677 | \\ $a (OCoLC)ocn963967677 | \\ $a (EXLNZ-01UWI_NETWORK)9912262712102121 | \\ $a (01UWI_ML)991012528626502124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Océan Indien, Océan Pacifique Sud, de la Tasmanie au continent Austral (de la Terre de Wilkes aux Iles Balleny) / $c d'après les documents les plus récents, Service hydrographique de la marine ... 1953.", ,\\ $a Publication Octobre 1953. Corr. ... 1959.,"\\ $a Scale 1:3,124,127 $c (E 134°20ʹ00ʺ--E 168°00ʹ00ʺ/S 42°30ʹ00ʺ--S 69°45ʹ00ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1959]","\\ $a 1 map ; $c 102 x 71 cm, on sheet 105 x 75 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Depths shown by bathymetric isolines and soundings. | \\ $a Selected lights shown in purple.,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Tasman Sea. | \0 $a Nautical charts $z Antarctica $z Balleny Islands. | \0 $a Coasts $z Antarctica $v Maps.,\7 $a Nautical charts. $2 lcgft | \7 $a Maps $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 6061.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22440/rec/171,\\ $a agslscn agsmap026745 $9 LOCAL
991012528626802124,20220715095017.0,aj#canzn,161122s1952    fr gdek   a     0   fre d,1\ $a a $b 15000 $d W0015536 $e W0015000 $f N0493524 $g N0493000,\\ $a (OCoLC)963967361 | \\ $a (OCoLC)ocn963967361 | \\ $a (EXLNZ-01UWI_NETWORK)9912262713102121 | \\ $a (01UWI_ML)991012528626802124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Côte nord de France, abords de Diélette / $c carte levée en 1949 ... ; Service hydrographique de la marine ... 1952.", ,\\ $a Publication Août 1952.,"\\ $a Scale 1:15,000 $c (W 1°55ʹ36ʺ--W 1°50ʹ00ʺ/N 49°35ʹ24ʺ--N 49°30ʹ00ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1952]","\\ $a 1 map : $b color ; $c 68 x 47 cm, on sheet 75 x 53 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings. | \\ $a Selected lights shown in purple.,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Coasts $z France $z Diélette $v Maps.,\7 $a Nautical charts. $2 lcgft | \7 $a Maps $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 6059.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22448/rec/179,\\ $a agslscn agsmap026743 $9 LOCAL
991012528627002124,20220715095156.0,aj#canzn,161122s1954    fr gdek   a     0   fre d,0\ $a a,\\ $a (OCoLC)963967139 | \\ $a (OCoLC)ocn963967139 | \\ $a (EXLNZ-01UWI_NETWORK)9912262713302121 | \\ $a (01UWI_ML)991012528627002124,\\ $a GZN $c GZN,\\ $a f-mg---,\\ $a GZNA, ,"00 $a Côte sud-est de Madagascar, abords de Fort Dauphin / $c d'après les sondages éffectués en 1938 ... ; Service hydrographique de la marine ... 1951.", ,\\ $a Publication Août 1951. Remplacement no. 1 Juillet 1953. Corr. 1954.,\\ $a Scales differ.,"\1 $a [Paris] : $b Service hydrographique de la marine, $c [1954]","\\ $a 3 maps on 1 sheet : $b color ; $c 32 x 48 cm and smaller, on sheet 75 x 53 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings. | \\ $a Selected lights shown in purple. | \\ $a Fort-Dauphin -- Mouillage D'Itapère -- Baie de Fort-Dauphin.,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Madagascar $z Tôlanarö. | \0 $a Harbors $z Madagascar $z Tôlanarö $v Maps.,\7 $a Nautical charts. $2 lcgft | \7 $a Maps $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 6054.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22438/rec/169,\\ $a agslscn agsmap026742 $9 LOCAL
991012528627202124,20220715095151.0,aj#canzn,161122s1951    fr gek    a     0   fre d,1\ $a a $b 15000 $d E0093842 $e E0094221 $f N0040700 $g N0040000,\\ $a (OCoLC)963966982 | \\ $a (OCoLC)ocn963966982 | \\ $a (EXLNZ-01UWI_NETWORK)9912262713702121 | \\ $a (01UWI_ML)991012528627202124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Côte ouest d'Afrique, Cameroun, port de Douala / $c d'après le levé exécuté en 1948 ... Service hydrographique de la marine ... 1951.", ,\\ $a Octobre 1955 édition no. 2.,"\\ $a Scale 1:15,000 $c (E 9°38ʹ42ʺ--E 9°42ʹ21ʺ/N 4°07ʹ00ʺ--N 4°00ʹ00ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1951]","\\ $a 1 map : $b color ; $c 69 x 47 cm, on sheet 75 x 53 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Relief shown by spot heights. Depths shown by bathymetric isolines and soundings. | \\ $a Includes 1 inset map: Rivière Wouri (suite). | \\ $a Selected lights shown in purple.,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Cameroon $z Douala. | \0 $a Harbors $z Cameroon $z Douala $v Maps.,\7 $a Nautical charts. $2 lcgft | \7 $a Maps $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 6023.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22439/rec/170,\\ $a agslscn agsmap026741 $9 LOCAL
991012528627302124,20220715095042.0,aj#aanzn,161122s1961    fr gdek   a     0   fre d,1\ $a a $b 50000 $d E0431400 $e E0433300 $f N0123312 $g N0122100,\\ $a (OCoLC)963966758 | \\ $a (OCoLC)ocn963966758 | \\ $a (EXLNZ-01UWI_NETWORK)9912262714102121 | \\ $a (01UWI_ML)991012528627302124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Golfe d'Aden, côte française des Somalis, Iles Seba / $c d'après le levé exécuté en 1956-1957 ... Service hydrographique de la marine ... 1961.", ,\\ $a Publication Juillet 1961.,"\\ $a Scale 1:50,000 $c (E 43°14ʹ00ʺ--E 43°33ʹ00ʺ/N 12°33ʹ12ʺ--N 12°21ʹ00ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1961]","\\ $a 1 map ; $c 47 x 69 cm, on sheet 53 x 74 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings.,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,"\0 $a Coasts $z Djibouti $v Maps. | \0 $a Nautical charts $z Aden, Gulf of.",\7 $a Nautical charts. $2 lcgft | \7 $a Maps $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 6326.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22425/rec/157,\\ $a agslscn agsmap026733 $9 LOCAL
991012528627402124,20220715095135.0,aj#aanzn,161122s1961    fr gek    a     0   fre d,1\ $a a $b 50157 $d E0493700 $e E0500418 $f S0154000 $g S0155800,\\ $a (OCoLC)963966667 | \\ $a (OCoLC)ocn963966667 | \\ $a (EXLNZ-01UWI_NETWORK)9912262714302121 | \\ $a (01UWI_ML)991012528627402124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Océan Indien, côte est de Madagascar, baie d'Antongil, partie centrale / $c d'après les levés exécutés en 1958 ... Service hydrographique de la marine ... 1961.", ,\\ $a Publication Juin 1961.,"\\ $a Scale 1:50,157 $c (E 49°37ʹ00ʺ--E 50°04ʹ18ʺ/S 15°40ʹ00ʺ--S 15°58ʹ00ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1961]","\\ $a 1 map ; $c 69 x 100 cm, on sheet 74 x 105 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Relief shown by spot heights. Depths shown by bathymetric isolines and soundings.,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Madagascar $z Antongil Bay.,\7 $a Nautical charts. $2 lcgft | \7 $a Maps $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 6310.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22431/rec/162,\\ $a agslscn agsmap026732 $9 LOCAL
991012528627602124,20220715095028.0,aj#aanzn,161122s1961    fr gdek   a     0   fre d,1\ $a a $b 50222 $d E0493400 $e E0500118 $f S0152400 $g S0154318,\\ $a (OCoLC)963966523 | \\ $a (OCoLC)ocn963966523 | \\ $a (EXLNZ-01UWI_NETWORK)9912262714602121 | \\ $a (01UWI_ML)991012528627602124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Océan Indien, côte est de Madagascar, baie d'Antongil, abords de Maroantsetra / $c d'après les levés exécutés en 1958 ... Service hydrographique de la marine ... 1961.", ,\\ $a Publication Juillet 1961.,"\\ $a Scale 1:50,222 $c (E 49°34ʹ00ʺ--E 50°01ʹ18ʺ/S 15°24ʹ00ʺ--S 15°43ʹ18ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1961]","\\ $a 1 map ; $c 69 x 100 cm, on sheet 75 x 105 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings.,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Madagascar $z Antongil Bay.,\7 $a Nautical charts. $2 lcgft | \7 $a Maps $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 6309.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22426/rec/158,\\ $a agslscn agsmap026731 $9 LOCAL
991012528627802124,20220715095128.0,aj#aanzn,161122s1965    fr gek    a     0   fre d,1\ $a a $b 100000 $d E1395000 $e E1420300 $f S0662700 $g S0670200,\\ $a (OCoLC)963965986 | \\ $a (OCoLC)ocn963965986 | \\ $a (EXLNZ-01UWI_NETWORK)9912262714902121 | \\ $a (01UWI_ML)991012528627802124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Océan Antarctique - Mer Dumont d'Urville, Terre Adélie, de la Pte. Géologie à la Pte. Alden / $c d'après les reconnaissances effectuées de 1949 à 1952 ... Service hydrographique de la marine ... 1953.", ,\\ $a Août 1955 édition no. 2. Corr. ... 1965.,"\\ $a Scale 1:100,000 $c (E 139°50ʹ00ʺ--E 142°03ʹ00ʺ/S 66°27ʹ00ʺ--S 67°02ʹ00ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1965]","\\ $a 1 map ; $c 68 x 100 cm, on sheet 74 x 105 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Relief shown by spot heights. Depths shown by bathymetric isolines and soundings. | \\ $a Includes 4 pasteovers and 2 inset maps: Mouillage de Port-Martin -- Abords de Port-Martin.,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Antarctica.,\7 $a Nautical charts. $2 lcgft | \7 $a Maps $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 6100.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22430/rec/161,\\ $a agslscn agsmap026724 $9 LOCAL
991012528628002124,20220715095138.0,aj#canzn,161122s1955    fr gek    a     0   fre d,1\ $a a $b 100000 $d E1395000 $e E1420300 $f S0662700 $g S0670200,\\ $a (OCoLC)963965431 | \\ $a (OCoLC)ocn963965431 | \\ $a (EXLNZ-01UWI_NETWORK)9912262715202121 | \\ $a (01UWI_ML)991012528628002124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Océan Antarctique - Mer Dumont d'Urville, Terre Adélie, de la Pte. Géologie à la Pte. Alden / $c d'après les reconnaissances effectuées de 1949 à 1952 ... Service hydrographique de la marine ... 1953.", ,\\ $a Août 1955 édition no. 2.,"\\ $a Scale 1:100,000 $c (E 139°50ʹ00ʺ--E 142°03ʹ00ʺ/S 66°27ʹ00ʺ--S 67°02ʹ00ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1955]","\\ $a 1 map : $b color ; $c 68 x 100 cm, on sheet 74 x 105 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Relief shown by spot heights. Depths shown by bathymetric isolines and soundings. | \\ $a Includes 2 inset maps: mouillage de Port-Martin -- abords de Port-Martin.,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection | \\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Antarctica.,\7 $a Nautical charts. $2 lcgft | \7 $a Maps $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 6100.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22433/rec/164 | 41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22429,\\ $a agslscn agsmap026723 $9 LOCAL
991012528628102124,20220715095156.0,aj#canzn,161122s1964    fr gek    a     0   fre d,1\ $a a $b 100879 $d E1375600 $e E1400800 $f S0661400 $g S0665000,\\ $a (OCoLC)963964710 | \\ $a (OCoLC)ocn963964710 | \\ $a (EXLNZ-01UWI_NETWORK)9912262715902121 | \\ $a (01UWI_ML)991012528628102124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Océan Antarctique - Mer Dumont d'Urville, Terre Adélie, du glacier du Français au glacier de l'Astrolabe / $c d'après les reconnaissances effectuées de 1950 à 1951 ... Service hydrographique de la marine ... 1960.", ,"\\ $a Mai 1964, édition no. 2.","\\ $a Scale 1:100,879 $c (E 137°56ʹ00ʺ--E 140°08ʹ00ʺ/S 66°14ʹ00ʺ--S 66°50ʹ00ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1964]","\\ $a 1 map : $b color ; $c 69 x 100 cm, on sheet 75 x 105 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Relief shown by spot heights. Depths shown by bathymetric isolines and soundings. | \\ $a Includes 1 inset map: Archipel de Pointe Géologie.,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Antarctica.,\7 $a Nautical charts. $2 lcgft | \7 $a Maps $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 6282.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22428/rec/160,\\ $a agslscn agsmap026729 $9 LOCAL
991012528628902124,20220715095037.0,aj#aanzn,161122s1961    fr gdek   a     0   fre d,0\ $a a,\\ $a (OCoLC)ocn963953209 | \\ $a (EXLNZ-01UWI_NETWORK)9912262612002121 | \\ $a (01UWI_ML)991012528628902124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Océan Indien, Afrique orientale, mouillages de la côte du Kenya / $c d'après les cartes de l'Amirauté britannique ; Service hydrographique de la marine ... 1961.", ,\\ $a Publication Juin 1961.,\\ $a Scales differ.,"\1 $a [Paris] : $b Service hydrographique de la marine, $c [1961]","\\ $a 2 maps on 1 sheet ; $c 47 x 32 cm and 47 x 38 cm, on sheet 53 x 74 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings. | \\ $a Abords du port de Malindi -- Rivière Kilifi.,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Kenya. | \0 $a Coasts $z Kenya $z Malindi $v Maps. | \0 $a Coasts $z Kenya $z Kilifi District $v Maps.,\7 $a Nautical charts. $2 lcgft | \7 $a Maps. $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 6303.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22432/rec/163,\\ $a agslscn agsmap026730 $9 LOCAL
991012528631702124,20220715095142.0,aj#canzn,161121s1954    fr gek    a     0   fre d,1\ $a a $b 250000 $d E0351645 $e E0352400 $f N0333640 $g N0332745,\\ $a (OCoLC)963861771 | \\ $a (OCoLC)ocn963861771 | \\ $a (EXLNZ-01UWI_NETWORK)9912262833302121 | \\ $a (01UWI_ML)991012528631702124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Mer Méditerranée, côte de Syrie, abord de Saïda (Sidon) / $c d'après le levé français de 1921 et les documents anglais les plus récents ; Service hydrographique de la marine ... 1954.", ,\\ $a Publication Janvier 1954.,"\\ $a Scale 1:25,000 $c (E 35°16ʹ45ʺ--E 35°24ʹ00ʺ/N 33°36ʹ40ʺ--N 33°27ʹ45ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1954]","\\ $a 1 map : $b color ; $c 68 x 47 cm, on sheet 75 x 53 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Relief shown by spot heights. Depths shown by bathymetric isolines and soundings. | \\ $a Selected lights shown in purple.,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Lebanon $z Sidon. | \0 $a Coasts $z Lebanon $z Sidon $v Maps.,\7 $a Nautical charts. $2 lcgft | \7 $a Maps. $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 6091.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/28764/,\\ $a agslscn agsmap026737 $9 LOCAL
